,SERIAL_NUMBER,PROCESS_DT,DLVR_RQESTER_ID,DLVR_REQUST_STTUS_VALUE,DLVR_RCEPT_CMPNY_ID,DLVR_STORE_ID,DLVR_STORE_INDUTY_NM,DLVR_STORE_LEGALDONG_CODE,DLVR_STORE_SIDO,DLVR_STORE_SIGUNGU,DLVR_STORE_DONG,DLVR_STORE_RI,DLVR_STORE_ADSTRD_CODE,DLVR_STORE_RDNMADR_CODE,DLVR_DSTN_LEGALDONG_CODE,DLVR_DSTN_SIDO,DLVR_DSTN_SIGUNGU,DLVR_DSTN_DONG,DLVR_DSTN_RI,DLVR_DSTN_ADSTRD_CODE,DLVR_DSTN_RDNMADR_CODE,DLVR_MAN_ID,DLVR_AMOUNT,CALL_RLAY_FEE_AMOUNT,GOODS_AMOUNT,SETLE_KND_VALUE,SETLE_CARD_CN,DLVR_RCEPT_TIME,DLVR_CARALC_TIME,DLVR_COMPT_TIME,DLVR_CANCL_TIME
2029562,6972084,2020-03-10,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163316.0,D0006835,4000,300,12300,2,,2020-03-10 22:38:03,2020-03-10 22:39:42,2020-03-10 22:47:20,
2030531,6973217,2020-03-10,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163254.0,D0006835,3000,300,11400,2,,2020-03-10 22:36:45,2020-03-10 22:39:40,2020-03-10 22:47:21,
2030821,6973544,2020-03-10,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165059000.0,116503121004.0,D0006835,3500,300,11700,2,,2020-03-10 22:50:27,2020-03-10 22:53:52,2020-03-10 23:01:11,
2032293,6975263,2020-03-11,C000332,2,,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116502121003.0,D0000009,4500,0,16300,2,,2020-03-11 08:47:59,,,2020-03-11 09:07:16
2032297,6975270,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165059000.0,116503121010.0,D0008383,4000,300,28800,2,,2020-03-11 08:27:32,2020-03-11 09:04:27,2020-03-11 09:14:36,
2032541,6975564,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163626.0,D0008384,3000,300,11800,2,,2020-03-11 08:45:26,2020-03-11 09:04:06,2020-03-11 09:18:43,
2032787,6975870,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163063.0,D0008385,3000,200,19800,2,,2020-03-11 11:18:59,2020-03-11 11:19:21,2020-03-11 11:37:27,
2032896,6976008,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163386.0,D0008385,3000,200,14600,2,,2020-03-11 11:19:30,2020-03-11 11:19:47,2020-03-11 11:37:25,
2033451,6976651,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116503121011.0,D0008384,3000,300,11600,2,,2020-03-11 08:49:46,2020-03-11 09:04:03,2020-03-11 09:18:44,
2033492,6976700,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163404.0,D0008385,3500,200,19600,2,,2020-03-11 11:06:29,2020-03-11 11:06:42,2020-03-11 11:18:49,
2033846,6977127,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116502121002.0,D0008385,3000,200,15600,1,승인:비씨카드사,2020-03-11 12:16:42,2020-03-11 12:19:29,2020-03-11 12:35:47,
2033847,6977128,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116502121002.0,D0008385,3000,200,16500,2,,2020-03-11 12:15:09,2020-03-11 12:19:27,2020-03-11 12:35:49,
2033852,6977133,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163401.0,D0008385,3000,200,14000,2,,2020-03-11 12:03:57,2020-03-11 12:04:12,2020-03-11 12:19:22,
2034473,6977882,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116504163572.0,D0008385,3000,200,12000,2,,2020-03-11 11:40:03,2020-03-11 11:40:33,2020-03-11 11:53:19,
2035293,6978861,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116503121010.0,D0008385,3000,200,14300,2,,2020-03-11 12:03:41,2020-03-11 12:04:02,2020-03-11 12:44:54,
2035380,6978958,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163234.0,D0008385,3500,200,11200,2,,2020-03-11 12:01:51,2020-03-11 12:02:09,2020-03-11 12:19:24,
2035772,6979407,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163635.0,D0008385,3000,200,15700,2,,2020-03-11 12:21:56,2020-03-11 12:31:09,2020-03-11 12:44:53,
2036789,6980590,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116504163574.0,D0008385,3500,200,22300,2,,2020-03-11 13:03:01,2020-03-11 13:03:26,2020-03-11 13:13:35,
2037396,6981302,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163321.0,D0008385,4000,200,26300,2,,2020-03-11 13:48:29,2020-03-11 13:48:45,2020-03-11 13:56:42,
2037477,6981393,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163068.0,D0008385,3000,200,15800,2,,2020-03-11 13:38:06,2020-03-11 13:39:00,2020-03-11 13:45:50,
2037498,6981418,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163396.0,D0008385,3000,200,15200,2,,2020-03-11 13:19:49,2020-03-11 13:22:20,2020-03-11 13:30:30,
2038904,6983065,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1162010300.0,서울특별시,관악구,남현동,,1162063000.0,116204160290.0,D0008385,4000,200,11200,2,,2020-03-11 14:08:18,2020-03-11 14:18:01,2020-03-11 14:29:15,
2039084,6983271,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1159010600.0,서울특별시,동작구,동작동,,1159063000.0,115904157154.0,D0008385,4000,200,22700,2,,2020-03-11 14:48:38,2020-03-11 14:55:12,2020-03-11 15:07:11,
2039283,6983515,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163262.0,D0008385,3000,200,12400,1,승인:비씨카드사,2020-03-11 14:33:08,2020-03-11 14:34:23,2020-03-11 14:48:11,
2039348,6983590,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163643.0,D0008385,3500,200,19300,2,,2020-03-11 14:35:28,2020-03-11 14:35:53,2020-03-11 14:48:10,
2039543,6983825,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163625.0,D0008385,3000,200,12800,2,,2020-03-11 14:53:48,2020-03-11 14:55:14,2020-03-11 15:07:10,
2039972,6984353,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116503121010.0,D0008385,3000,200,11000,2,,2020-03-11 14:24:09,2020-03-11 14:34:21,2020-03-11 14:48:13,
2040148,6984568,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163264.0,D0008385,3000,200,11400,2,,2020-03-11 14:11:13,2020-03-11 14:18:03,2020-03-11 14:29:14,
2040572,6985048,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163248.0,D0009013,3500,300,16000,2,,2020-03-11 16:21:11,2020-03-11 16:22:19,2020-03-11 16:32:43,
2040772,6985277,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116503121021.0,D0008385,3000,200,12900,2,,2020-03-11 15:38:04,2020-03-11 15:38:27,2020-03-11 15:47:57,
2040911,6985452,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116504163289.0,D0008385,3000,200,20900,2,,2020-03-11 15:47:22,2020-03-11 15:47:44,2020-03-11 15:58:14,
2041316,6985930,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163632.0,D0009013,3000,300,13300,2,,2020-03-11 16:33:58,2020-03-11 16:36:07,2020-03-11 16:52:25,
2041680,6986350,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163627.0,D0008385,3000,200,17900,2,,2020-03-11 15:45:25,2020-03-11 15:45:54,2020-03-11 15:58:15,
2044358,6989488,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163395.0,D0008385,3000,200,20500,2,,2020-03-11 17:43:23,2020-03-11 17:43:57,2020-03-11 17:57:47,
2044543,6989708,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163259.0,D0008385,3000,200,11100,2,,2020-03-11 17:45:18,2020-03-11 17:45:36,2020-03-11 17:57:46,
2044749,6989951,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116503121004.0,D0008385,3500,200,23500,2,,2020-03-11 17:57:12,2020-03-11 17:58:20,2020-03-11 18:12:05,
2044853,6990074,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163117.0,D0008385,3000,200,13700,2,,2020-03-11 17:58:42,2020-03-11 17:59:01,2020-03-11 18:12:04,
2045444,6990770,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116502121002.0,D0008385,3000,200,17900,2,,2020-03-11 18:06:43,2020-03-11 18:12:49,2020-03-11 18:30:58,
2045699,6991068,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163360.0,D0008385,4000,200,12700,2,,2020-03-11 18:26:52,2020-03-11 18:38:02,2020-03-11 18:52:13,
2046071,6991502,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116502121001.0,D0008385,4000,200,11000,2,,2020-03-11 18:20:59,2020-03-11 18:26:11,2020-03-11 18:30:56,
2046511,6992041,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163254.0,D0008385,3000,200,12500,2,,2020-03-11 18:25:29,2020-03-11 18:38:00,2020-03-11 18:52:14,
2046822,6992424,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163248.0,D0008385,3500,200,18200,3,,2020-03-11 18:24:53,2020-03-11 18:37:58,2020-03-11 18:52:16,
2047239,6992940,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165059000.0,116503121004.0,D0008385,3500,200,31400,2,,2020-03-11 18:37:27,2020-03-11 18:38:04,2020-03-11 18:52:11,
2048384,6994300,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165059000.0,116504163272.0,D0008385,3500,200,12800,1,승인:비씨카드사,2020-03-11 18:56:01,2020-03-11 19:12:18,2020-03-11 19:23:59,
2049911,6996109,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163189.0,D0008385,3000,200,13800,2,,2020-03-11 19:13:34,2020-03-11 19:14:03,2020-03-11 19:23:58,
2050571,6996875,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116503121008.0,D0008385,3000,200,12800,2,,2020-03-11 19:33:12,2020-03-11 19:33:52,2020-03-11 19:46:27,
2050597,6996906,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163642.0,D0008385,3500,200,11900,2,,2020-03-11 19:29:37,2020-03-11 19:30:04,2020-03-11 19:46:29,
2051077,6997471,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163248.0,D0008385,3000,200,19700,2,,2020-03-11 19:25:35,2020-03-11 19:27:28,2020-03-11 19:46:31,
2052156,6998739,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163626.0,D0008385,3000,200,12400,2,,2020-03-11 19:48:00,2020-03-11 19:50:26,2020-03-11 20:09:04,
2052412,6999027,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163267.0,D0008385,3500,200,19300,2,,2020-03-11 19:55:05,2020-03-11 19:56:19,2020-03-11 20:08:59,
2052805,6999485,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163385.0,D0008385,3000,200,14500,2,,2020-03-11 20:02:24,2020-03-11 20:13:56,2020-03-11 20:27:08,
2052989,6999695,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163133.0,D0008385,3500,200,15600,2,,2020-03-11 19:44:58,2020-03-11 19:46:25,2020-03-11 20:09:06,
2053316,7000081,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163630.0,D0008385,3000,200,13800,2,,2020-03-11 20:00:20,2020-03-11 20:01:30,2020-03-11 20:08:58,
2054222,7001152,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116503121008.0,D0008385,3000,200,24500,2,,2020-03-11 20:30:53,2020-03-11 20:32:29,2020-03-11 20:53:29,
2054674,7001670,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163320.0,D0008385,4000,200,17600,2,,2020-03-11 20:09:46,2020-03-11 20:14:00,2020-03-11 20:27:07,
2054739,7001748,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163255.0,D0008385,3000,200,15800,2,,2020-03-11 20:35:35,2020-03-11 20:36:08,2020-03-11 20:53:28,
2055618,7002778,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165059000.0,116504163275.0,D0008385,4000,200,14400,2,,2020-03-11 21:09:24,2020-03-11 21:09:57,2020-03-11 21:21:35,
2058099,7005670,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165059000.0,116504163119.0,D0008385,4000,200,13100,2,,2020-03-11 22:06:32,2020-03-11 22:06:56,2020-03-11 22:16:12,
2058217,7005809,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163062.0,D0008385,3000,200,11500,2,,2020-03-11 21:25:39,2020-03-11 21:26:15,2020-03-11 21:39:22,
2058638,7006301,2020-03-11,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163252.0,D0008385,3000,200,12300,2,,2020-03-11 22:05:23,2020-03-11 22:06:02,2020-03-11 22:16:14,
2061852,7010016,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163250.0,D0008385,3000,200,12100,2,,2020-03-12 08:35:19,2020-03-12 08:48:28,2020-03-12 08:58:28,
2062086,7010290,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163404.0,D0008385,3500,200,12100,2,,2020-03-12 10:58:31,2020-03-12 10:58:49,2020-03-12 11:17:35,
2062087,7010291,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163404.0,D0008385,3500,200,12600,2,,2020-03-12 11:08:26,2020-03-12 11:10:40,2020-03-12 11:17:37,
2062101,7010307,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163257.0,D0008385,3000,200,15300,2,,2020-03-12 08:41:16,2020-03-12 08:48:31,2020-03-12 08:58:27,
2062618,7010919,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116502121003.0,D0008385,3500,200,12300,2,,2020-03-12 11:30:52,2020-03-12 11:34:44,2020-03-12 11:52:13,
2062741,7011077,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116502000003.0,D0008385,3500,200,12400,2,,2020-03-12 09:58:23,2020-03-12 10:23:18,2020-03-12 10:36:19,
2062951,7011327,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163408.0,D0008385,3500,200,24900,2,,2020-03-12 11:12:13,2020-03-12 11:12:52,2020-03-12 11:34:52,
2063325,7011753,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165059000.0,116503121010.0,D0008385,4000,200,38100,2,,2020-03-12 11:32:01,2020-03-12 11:34:46,2020-03-12 11:52:11,
2063378,7011811,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116502121002.0,D0008385,3000,200,20600,2,,2020-03-12 11:46:52,2020-03-12 11:49:12,2020-03-12 12:12:20,
2063558,7012018,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163396.0,D0008385,3000,200,18100,2,,2020-03-12 11:42:06,2020-03-12 11:42:27,2020-03-12 12:12:22,
2064747,7013433,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163243.0,D0008385,3500,200,12000,2,,2020-03-12 12:25:01,2020-03-12 12:25:25,2020-03-12 12:38:17,
2065789,7014687,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163396.0,D0008385,3000,200,11300,2,,2020-03-12 12:36:53,2020-03-12 12:37:36,2020-03-12 12:50:58,
2067137,7016284,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163192.0,D0008385,3500,200,13900,2,,2020-03-12 14:05:23,2020-03-12 14:07:45,2020-03-12 14:28:52,
2067216,7016386,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163261.0,D0008385,3000,200,24000,2,,2020-03-12 13:51:15,2020-03-12 13:52:10,2020-03-12 14:09:50,
2067264,7016438,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116503121003.0,D0008385,3000,200,11800,2,,2020-03-12 14:01:28,2020-03-12 14:02:45,2020-03-12 14:09:52,
2068419,7017806,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116503121021.0,D0008385,3000,200,17100,2,,2020-03-12 15:25:53,2020-03-12 15:26:30,2020-03-12 15:45:13,
2068970,7018455,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163242.0,D0008385,4000,200,27300,2,,2020-03-12 15:02:19,2020-03-12 15:03:57,2020-03-12 15:17:10,
2069336,7018888,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163613.0,D0008385,3000,200,11100,2,,2020-03-12 15:20:51,2020-03-12 15:21:38,2020-03-12 15:45:15,
2069431,7019003,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163223.0,D0008385,3500,200,12700,2,,2020-03-12 15:04:19,2020-03-12 15:04:57,2020-03-12 15:17:12,
2070006,7019711,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163619.0,D0008385,3000,200,11900,2,,2020-03-12 16:15:28,2020-03-12 16:15:51,2020-03-12 16:24:24,
2070863,7020731,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163189.0,D0008385,3000,200,13900,2,,2020-03-12 16:38:34,2020-03-12 16:42:32,2020-03-12 16:53:03,
2072073,7022153,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163640.0,D0008385,3500,200,11400,2,,2020-03-12 17:02:05,2020-03-12 17:02:25,2020-03-12 17:09:48,
2072476,7022634,2020-03-12,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163133.0,D0008385,3500,200,11100,2,,2020-03-12 17:36:11,2020-03-12 17:36:43,2020-03-12 17:48:13,
