,기간,업종대분류,업종소분류,연령,성별,시도,시군구,소비지수
113859,202004,화장품,화장품,20,all,서울,강남구,56.17175556975857
113867,202004,건강/의료용품,건강관리용품,30,F,서울,서초구,37.310016503056936
113874,202004,건강/의료용품,건강관리용품,30,M,서울,서초구,59.40936642767375
113913,202004,식품,기호식품,30,M,서울,서초구,73.6986911851146
113925,202004,식품,담배,30,F,서울,강동구,165.21234541036517
113932,202004,식품,담배,30,F,서울,서초구,120.30791946501144
113938,202004,식품,담배,30,M,서울,강남구,121.66187828684818
113950,202004,식품,빙과류,30,F,서울,강남구,78.7696099033654
113951,202004,식품,빙과류,30,F,서울,서초구,88.67241991515972
113953,202004,식품,빙과류,30,M,서울,강남구,67.44266685577195
113960,202004,식품,빙과류,30,all,서울,강남구,74.85841775702373
113966,202004,식품,빵류,30,F,서울,강동구,105.65017763176142
113975,202004,식품,빵류,30,M,서울,서초구,62.58351370834386
113979,202004,식품,빵류,30,all,서울,강남구,82.62360862816291
113981,202004,식품,빵류,30,all,서울,서초구,59.92230486331543
113987,202004,식품,신선식품,30,F,서울,송파구,80.7328000205948
113994,202004,식품,신선식품,30,M,서울,송파구,77.38716773243353
113996,202004,식품,신선식품,30,all,서울,강남구,97.75898368598983
114000,202004,식품,신선식품,30,all,서울,송파구,79.84083692001164
114003,202004,식품,유제품류,30,F,서울,강남구,89.21420526189026
114004,202004,식품,유제품류,30,F,서울,강동구,93.0835488501768
114014,202004,식품,유제품류,30,all,서울,강남구,89.07292104877598
114018,202004,식품,유제품류,30,all,서울,서초구,89.12741318914154
114021,202004,식품,음료,30,F,서울,서초구,71.82731776705124
114022,202004,식품,음료,30,F,서울,송파구,76.7705423187457
114023,202004,식품,음료,30,M,서울,강동구,80.40208185747831
114029,202004,식품,음료,30,all,서울,강동구,75.5624397721945
114037,202004,식품,제과류,30,F,서울,서초구,75.46711004517476
114043,202004,식품,제과류,30,M,서울,강남구,81.11767533370802
114049,202004,식품,제과류,30,M,서울,서초구,92.91251564163107
114054,202004,식품,제과류,30,all,서울,서초구,80.1910467065343
114058,202004,식품,주류,30,F,서울,강남구,125.84202170314836
114066,202004,식품,주류,30,M,서울,송파구,92.31115839997463
114070,202004,식품,주류,30,all,서울,강동구,99.80154069205021
114076,202004,식품,주류,30,all,서울,서초구,108.91763247682758
114077,202004,식품,주류,30,all,서울,송파구,95.7971531633332
114098,202004,일용품,애완동물용품,30,M,서울,강동구,48.10405666995448
114103,202004,일용품,애완동물용품,30,M,서울,송파구,45.0732977413233
114106,202004,일용품,애완동물용품,30,all,서울,강남구,50.71656340918865
114109,202004,일용품,애완동물용품,30,all,서울,송파구,37.51982191860147
114122,202004,화장품,바디/헤어용품,30,M,서울,강동구,73.53917282735574
114143,202004,화장품,뷰티소품,30,all,서울,강남구,67.95769499567012
114149,202004,화장품,뷰티소품,30,all,서울,서초구,54.731931207204646
114152,202004,화장품,뷰티소품,30,all,서울,송파구,47.50317394622122
114155,202004,화장품,화장품,30,F,서울,강동구,84.46978072660234
114157,202004,화장품,화장품,30,F,서울,서초구,20.70288444498955
114158,202004,화장품,화장품,30,F,서울,송파구,40.15014709884552
114159,202004,화장품,화장품,30,M,서울,강동구,74.06562130813019
114163,202004,화장품,화장품,30,M,서울,송파구,95.19144998919614
114166,202004,화장품,화장품,30,all,서울,강남구,39.34784646744368
114178,202004,건강/의료용품,건강관리용품,30,F,서울,송파구,41.915663603780864
114182,202004,건강/의료용품,건강관리용품,30,M,서울,강남구,51.079695510330886
114183,202004,건강/의료용품,건강관리용품,30,M,서울,강동구,118.83231016124516
114194,202004,건강/의료용품,건강관리용품,30,all,서울,송파구,47.70263311827079
114198,202004,식품,가공식품,30,F,서울,강동구,79.01416565222318
114199,202004,식품,가공식품,30,F,서울,서초구,85.9849462915235
114204,202004,식품,가공식품,30,M,서울,강남구,79.09325819513155
114208,202004,식품,가공식품,30,all,서울,강남구,82.79964537156512
114212,202004,식품,가공식품,30,all,서울,서초구,87.90727289012091
114218,202004,식품,기호식품,30,F,서울,송파구,74.50657252882925
114230,202004,식품,기호식품,30,all,서울,강동구,70.39092444263432
114239,202004,식품,담배,30,F,서울,송파구,102.496285298387
114260,202004,식품,빙과류,30,F,서울,송파구,102.95673413398606
114268,202004,식품,빙과류,30,M,서울,서초구,78.01949429600593
114273,202004,식품,빙과류,30,all,서울,송파구,99.74835740361657
114277,202004,식품,빵류,30,F,서울,강남구,88.02521140616602
114279,202004,식품,빵류,30,F,서울,송파구,78.25532920105437
114286,202004,식품,빵류,30,M,서울,송파구,77.7222668943322
114291,202004,식품,빵류,30,all,서울,송파구,78.09556999947095
114294,202004,식품,신선식품,30,F,서울,강남구,96.37821179471254
114309,202004,식품,신선식품,30,all,서울,강동구,83.85649694202944
114320,202004,식품,유제품류,30,M,서울,강남구,88.66923689277914
114326,202004,식품,유제품류,30,all,서울,강동구,88.69831767508845
114336,202004,식품,음료,30,F,서울,강동구,71.8097685813259
114346,202004,식품,음료,30,M,서울,강남구,70.66008735028137
114356,202004,식품,음료,30,all,서울,송파구,77.33816364136
114364,202004,식품,제과류,30,F,서울,송파구,79.20643438704735
114365,202004,식품,제과류,30,M,서울,강동구,252.1208527384008
114369,202004,식품,제과류,30,all,서울,강남구,88.10957731405729
114370,202004,식품,제과류,30,all,서울,강동구,130.69300043935857
114374,202004,식품,제과류,30,all,서울,송파구,80.21794448540095
114382,202004,식품,주류,30,M,서울,강동구,104.63585243144207
114388,202004,식품,주류,30,all,서울,강남구,124.84056043365507
114396,202004,일용품,생활용품,30,F,서울,송파구,64.40806106115377
114398,202004,일용품,생활용품,30,M,서울,강남구,63.85480656152213
114402,202004,일용품,생활용품,30,M,서울,송파구,66.30747605704337
114416,202004,일용품,애완동물용품,30,F,서울,강남구,37.25824475664262
114423,202004,일용품,애완동물용품,30,M,서울,서초구,90.91793035238932
114438,202004,화장품,바디/헤어용품,30,F,서울,서초구,65.57619743851097
114446,202004,화장품,바디/헤어용품,30,M,서울,송파구,66.33668199119333
114455,202004,화장품,뷰티소품,30,F,서울,강동구,154.37580927717266
114462,202004,화장품,뷰티소품,30,all,서울,강동구,167.67906792003177
114472,202004,화장품,화장품,30,M,서울,강남구,41.18369162124515
114488,202004,건강/의료용품,건강관리용품,30,F,서울,강남구,65.56832377697548
114498,202004,건강/의료용품,건강관리용품,30,all,서울,강남구,58.14314559091554
114499,202004,건강/의료용품,건강관리용품,30,all,서울,강동구,91.66434292482893
114502,202004,건강/의료용품,건강관리용품,30,all,서울,서초구,47.05442212384981
114512,202004,식품,가공식품,30,F,서울,송파구,89.15703119243513
114513,202004,식품,가공식품,30,M,서울,강동구,69.53163024613656
114518,202004,식품,가공식품,30,M,서울,송파구,93.2778381315114
114524,202004,식품,가공식품,30,all,서울,송파구,90.27644723643068
114526,202004,식품,기호식품,30,F,서울,강남구,68.17426777111197
114530,202004,식품,기호식품,30,F,서울,서초구,63.93154482211517
114539,202004,식품,기호식품,30,all,서울,서초구,66.57962233433167
114542,202004,식품,담배,30,F,서울,강남구,167.26933462400655
114546,202004,식품,담배,30,M,서울,강동구,153.5889253449593
114548,202004,식품,담배,30,M,서울,서초구,147.08558924487812
114552,202004,식품,담배,30,all,서울,강남구,137.59137847621906
114553,202004,식품,담배,30,all,서울,강동구,157.4412077576311
114557,202004,식품,빙과류,30,F,서울,강동구,59.49818130282201
114569,202004,식품,빙과류,30,all,서울,강동구,64.10406443364423
114579,202004,식품,빵류,30,F,서울,서초구,58.579992890035236
114583,202004,식품,빵류,30,M,서울,강동구,62.8951147070201
114588,202004,식품,빵류,30,all,서울,강동구,86.45991503476293
114604,202004,식품,신선식품,30,F,서울,서초구,81.95700200555473
114610,202004,식품,신선식품,30,M,서울,서초구,93.92708047255756
114623,202004,식품,유제품류,30,F,서울,송파구,84.25570449447791
114625,202004,식품,유제품류,30,M,서울,강동구,77.85232019950553
114630,202004,식품,유제품류,30,M,서울,서초구,94.56056941686457
114631,202004,식품,유제품류,30,M,서울,송파구,87.82158813493606
114652,202004,식품,음료,30,M,서울,서초구,74.86855554309162
114657,202004,식품,음료,30,all,서울,서초구,72.89699506482286
114661,202004,식품,제과류,30,F,서울,강남구,90.85246872079041
114662,202004,식품,제과류,30,F,서울,강동구,71.24250477021869
114685,202004,식품,주류,30,F,서울,송파구,97.56660510281792
114700,202004,일용품,생활용품,30,F,서울,강남구,59.47341349301456
114708,202004,일용품,생활용품,30,M,서울,서초구,79.35233247208573
114711,202004,일용품,생활용품,30,all,서울,강동구,64.60737405599913
114715,202004,일용품,생활용품,30,all,서울,송파구,64.91451159054634
114719,202004,일용품,애완동물용품,30,F,서울,강동구,116.34615384615385
114722,202004,일용품,애완동물용품,30,F,서울,서초구,86.64103576518733
114724,202004,일용품,애완동물용품,30,F,서울,송파구,35.44812998244853
114735,202004,화장품,바디/헤어용품,30,F,서울,강동구,81.26410835214448
114738,202004,화장품,바디/헤어용품,30,F,서울,송파구,38.36492542266048
114745,202004,화장품,바디/헤어용품,30,all,서울,강남구,47.902018109628884
114746,202004,화장품,바디/헤어용품,30,all,서울,강동구,78.06911393243854
114748,202004,화장품,바디/헤어용품,30,all,서울,서초구,67.47800826735434
114749,202004,화장품,바디/헤어용품,30,all,서울,송파구,45.53032257617321
114751,202004,화장품,뷰티소품,30,F,서울,강남구,72.08569073813116
114756,202004,화장품,뷰티소품,30,F,서울,송파구,44.717184973015854
114759,202004,화장품,뷰티소품,30,M,서울,강동구,198.03597810028683
114762,202004,화장품,뷰티소품,30,M,서울,서초구,76.9875149773589
114774,202004,화장품,화장품,30,F,서울,강남구,38.31136400155992
114789,202004,화장품,화장품,30,M,서울,서초구,19.53751091572137
114797,202004,화장품,화장품,30,all,서울,서초구,20.35585851939421
114801,202004,건강/의료용품,건강관리용품,30,F,서울,강동구,63.97518047539385
114807,202004,건강/의료용품,건강관리용품,30,M,서울,송파구,57.231389507137386
114815,202004,식품,가공식품,30,F,서울,강남구,84.07259969443763
114828,202004,식품,가공식품,30,M,서울,서초구,93.07622515763435
114832,202004,식품,가공식품,30,all,서울,강동구,76.22850465099866
114839,202004,식품,기호식품,30,F,서울,강동구,65.29103784784527
114845,202004,식품,기호식품,30,M,서울,강남구,74.44024275444099
114846,202004,식품,기호식품,30,M,서울,강동구,81.15757563315609
114849,202004,식품,기호식품,30,M,서울,송파구,52.94723565190289
114851,202004,식품,기호식품,30,all,서울,강남구,69.74429092094752
114853,202004,식품,기호식품,30,all,서울,송파구,67.6963130865924
114865,202004,식품,담배,30,M,서울,송파구,113.94781918535351
114868,202004,식품,담배,30,all,서울,서초구,138.9454968945791
114870,202004,식품,담배,30,all,서울,송파구,108.053600400475
114884,202004,식품,빙과류,30,M,서울,강동구,74.09209823707438
114887,202004,식품,빙과류,30,M,서울,송파구,91.63346287382349
114893,202004,식품,빙과류,30,all,서울,서초구,85.33631819104913
114907,202004,식품,빵류,30,M,서울,강남구,73.15627369957241
114915,202004,식품,신선식품,30,F,서울,강동구,81.70306862158431
114922,202004,식품,신선식품,30,M,서울,강남구,103.01991778061064
114923,202004,식품,신선식품,30,M,서울,강동구,90.46707560117365
114932,202004,식품,신선식품,30,all,서울,서초구,84.78993007490682
114939,202004,식품,유제품류,30,F,서울,서초구,87.21694411970033
114951,202004,식품,유제품류,30,all,서울,송파구,85.18025399895532
114953,202004,식품,음료,30,F,서울,강남구,65.67565614830096
114962,202004,식품,음료,30,M,서울,송파구,78.43594404817873
114966,202004,식품,음료,30,all,서울,강남구,67.64191776438297
114981,202004,식품,제과류,30,M,서울,송파구,83.02032842902472
114991,202004,식품,주류,30,F,서울,강동구,96.81183186150105
114995,202004,식품,주류,30,F,서울,서초구,100.76360087922598
115001,202004,식품,주류,30,M,서울,강남구,122.75267865319456
115003,202004,식품,주류,30,M,서울,서초구,125.76118544554001
115013,202004,일용품,생활용품,30,F,서울,강동구,68.39138340561273
115018,202004,일용품,생활용품,30,F,서울,서초구,63.88165536222642
115022,202004,일용품,생활용품,30,M,서울,강동구,55.62619487485839
115028,202004,일용품,생활용품,30,all,서울,강남구,60.563911767515634
115033,202004,일용품,생활용품,30,all,서울,서초구,67.81947641026993
115043,202004,일용품,애완동물용품,30,M,서울,강남구,92.38565212526753
115048,202004,일용품,애완동물용품,30,all,서울,강동구,100.19610315200556
115053,202004,일용품,애완동물용품,30,all,서울,서초구,87.82002223730379
115056,202004,화장품,바디/헤어용품,30,F,서울,강남구,59.44391259139763
115062,202004,화장품,바디/헤어용품,30,M,서울,강남구,35.422967284623034
115066,202004,화장품,바디/헤어용품,30,M,서울,서초구,71.7906673375615
115084,202004,화장품,뷰티소품,30,F,서울,서초구,48.26645324408664
115091,202004,화장품,뷰티소품,30,M,서울,강남구,56.703040944029894
115093,202004,화장품,뷰티소품,30,M,서울,송파구,57.114522271832406
115105,202004,화장품,화장품,30,all,서울,강동구,79.91171892977583
115108,202004,화장품,화장품,30,all,서울,송파구,57.451437520315544
115110,202004,건강/의료용품,건강관리용품,40,F,서울,강남구,93.29675290240299
115111,202004,건강/의료용품,건강관리용품,40,F,서울,송파구,61.35413827975687
115117,202004,건강/의료용품,건강관리용품,40,M,서울,송파구,54.73135939705811
115127,202004,식품,가공식품,40,F,서울,강남구,88.12041491308996
115142,202004,식품,가공식품,40,all,서울,강남구,86.9808957670755
115148,202004,식품,가공식품,40,all,서울,서초구,91.41059613010944
115152,202004,식품,기호식품,40,F,서울,송파구,65.11503609738305
115155,202004,식품,기호식품,40,M,서울,강남구,78.956113010976
115159,202004,식품,기호식품,40,M,서울,서초구,65.35786933324277
115167,202004,식품,기호식품,40,all,서울,서초구,66.11281016097375
115175,202004,식품,담배,40,F,서울,송파구,102.41391235537495
115194,202004,식품,빙과류,40,M,서울,강남구,85.40251469320823
115195,202004,식품,빙과류,40,M,서울,강동구,64.71492850410937
115210,202004,식품,빙과류,40,all,서울,송파구,84.9073227510323
115227,202004,식품,빵류,40,M,서울,송파구,69.69343941139803
115239,202004,식품,신선식품,40,F,서울,서초구,88.06700004274775
115240,202004,식품,신선식품,40,F,서울,송파구,82.38228580728743
115242,202004,식품,신선식품,40,M,서울,강남구,102.11278347446249
115246,202004,식품,신선식품,40,all,서울,강남구,97.32765943685736
115252,202004,식품,신선식품,40,all,서울,서초구,88.34856709137833
115259,202004,식품,유제품류,40,F,서울,서초구,94.66971963485157
115261,202004,식품,유제품류,40,F,서울,송파구,90.3100936424367
115267,202004,식품,유제품류,40,M,서울,강동구,96.7905070214181
115274,202004,식품,유제품류,40,all,서울,강남구,96.66204991579357
115279,202004,식품,음료,40,F,서울,강동구,81.11894402327829
115290,202004,식품,음료,40,M,서울,서초구,64.53920679305197
115300,202004,식품,음료,40,all,서울,송파구,75.14296131341345
115302,202004,식품,제과류,40,F,서울,강동구,72.09129586179688
115312,202004,식품,제과류,40,M,서울,송파구,83.35273878453795
115315,202004,식품,제과류,40,all,서울,강남구,82.74526092997509
115316,202004,식품,제과류,40,all,서울,강동구,69.17108758036346
115319,202004,식품,제과류,40,all,서울,서초구,85.49540250143389
115321,202004,식품,제과류,40,all,서울,송파구,77.37024283072358
115335,202004,식품,주류,40,M,서울,강남구,115.95396182030277
115356,202004,일용품,애완동물용품,40,F,서울,강동구,249.4351635112117
115359,202004,일용품,애완동물용품,40,F,서울,송파구,43.13568292131475
115362,202004,일용품,애완동물용품,40,M,서울,강동구,177.35484552575576
115367,202004,일용품,애완동물용품,40,all,서울,강동구,229.8857632311721
115375,202004,화장품,바디/헤어용품,40,M,서울,송파구,24.911356922190045
115379,202004,화장품,바디/헤어용품,40,all,서울,송파구,42.121693371953505
115392,202004,화장품,뷰티소품,40,M,서울,송파구,37.54875306048911
115397,202004,화장품,뷰티소품,40,all,서울,강동구,63.83148973296358
115400,202004,화장품,뷰티소품,40,all,서울,서초구,52.017211803979215
115406,202004,화장품,화장품,40,F,서울,서초구,22.108464063402835
115427,202004,건강/의료용품,건강관리용품,40,M,서울,강남구,43.00498610455226
115432,202004,건강/의료용품,건강관리용품,40,all,서울,강동구,81.46818943971655
115439,202004,건강/의료용품,건강관리용품,40,all,서울,송파구,58.996087922950295
115440,202004,식품,가공식품,40,F,서울,강동구,83.43562652364548
115447,202004,식품,가공식품,40,M,서울,강남구,83.37545918327658
115448,202004,식품,가공식품,40,M,서울,강동구,72.35098589971031
115455,202004,식품,가공식품,40,M,서울,서초구,90.69876270199293
115465,202004,식품,기호식품,40,F,서울,강남구,73.24809867948619
115466,202004,식품,기호식품,40,F,서울,강동구,83.12487313266959
115468,202004,식품,기호식품,40,F,서울,서초구,66.40734144554293
115470,202004,식품,기호식품,40,M,서울,강동구,70.77117170613639
115479,202004,식품,기호식품,40,all,서울,강동구,78.99712063707169
115486,202004,식품,담배,40,F,서울,강남구,142.86624566957653
115496,202004,식품,담배,40,M,서울,강동구,149.52670390384017
115500,202004,식품,담배,40,M,서울,서초구,212.25067193571715
115509,202004,식품,담배,40,all,서울,서초구,183.95693529510052
115510,202004,식품,담배,40,all,서울,송파구,110.14453063898279
115511,202004,식품,빙과류,40,F,서울,강남구,87.00951363542238
115512,202004,식품,빙과류,40,F,서울,강동구,51.77735022447934
115517,202004,식품,빙과류,40,F,서울,송파구,85.52296103494537
115525,202004,식품,빙과류,40,M,서울,송파구,83.44741199861244
115532,202004,식품,빵류,40,F,서울,강동구,113.84969912530936
115538,202004,식품,빵류,40,F,서울,서초구,57.726151632642356
115561,202004,식품,신선식품,40,M,서울,서초구,89.18493934730793
115569,202004,식품,유제품류,40,F,서울,강남구,95.14175335374212
115570,202004,식품,유제품류,40,F,서울,강동구,98.53941763884586
115577,202004,식품,유제품류,40,M,서울,송파구,89.51256975490122
115591,202004,식품,음료,40,F,서울,송파구,75.31947606158957
115595,202004,식품,음료,40,all,서울,강동구,91.27370200634384
115597,202004,식품,음료,40,all,서울,서초구,73.27069880752228
115599,202004,식품,제과류,40,F,서울,강남구,75.93513540489556
115605,202004,식품,제과류,40,F,서울,서초구,89.4708219202662
115609,202004,식품,제과류,40,M,서울,강동구,66.95760690505057
115612,202004,식품,제과류,40,M,서울,서초구,75.44185420928281
115620,202004,식품,주류,40,F,서울,송파구,96.04109005103274
115623,202004,식품,주류,40,M,서울,강동구,92.70265863294443
115627,202004,식품,주류,40,all,서울,강남구,121.64289025814756
115628,202004,식품,주류,40,all,서울,강동구,91.8171454415843
115633,202004,식품,주류,40,all,서울,서초구,117.80273076239456
115638,202004,일용품,생활용품,40,F,서울,강동구,64.27550693937889
115642,202004,일용품,생활용품,40,F,서울,서초구,66.86477575045322
115643,202004,일용품,생활용품,40,F,서울,송파구,62.11111680883208
115647,202004,일용품,생활용품,40,M,서울,강남구,62.25722665514445
115653,202004,일용품,생활용품,40,all,서울,강동구,64.98426582896893
115659,202004,일용품,생활용품,40,all,서울,송파구,61.79040306242293
115665,202004,일용품,애완동물용품,40,F,서울,서초구,75.97715211878443
115672,202004,일용품,애완동물용품,40,M,서울,송파구,53.18584267407967
115680,202004,일용품,애완동물용품,40,all,서울,서초구,74.33295560864505
115686,202004,화장품,바디/헤어용품,40,F,서울,강남구,58.07696956398085
115690,202004,화장품,바디/헤어용품,40,F,서울,서초구,61.72914780166272
115691,202004,화장품,바디/헤어용품,40,F,서울,송파구,55.47285156816193
115699,202004,화장품,바디/헤어용품,40,all,서울,강남구,54.65586624082727
115703,202004,화장품,바디/헤어용품,40,all,서울,서초구,63.31182836331726
115708,202004,화장품,뷰티소품,40,F,서울,송파구,40.44761047701622
115711,202004,화장품,뷰티소품,40,M,서울,강남구,88.82258357009006
115722,202004,화장품,화장품,40,F,서울,강동구,84.98429970667276
115726,202004,화장품,화장품,40,F,서울,송파구,45.26423672798679
115727,202004,화장품,화장품,40,M,서울,강남구,39.808333959014895
115731,202004,화장품,화장품,40,M,서울,송파구,20.88546337864979
115733,202004,화장품,화장품,40,all,서울,강남구,57.54409978096775
115735,202004,화장품,화장품,40,all,서울,서초구,11.230728502109782
115740,202004,건강/의료용품,건강관리용품,40,F,서울,서초구,89.23182501148436
115753,202004,건강/의료용품,건강관리용품,40,all,서울,강남구,70.53579265087718
115755,202004,건강/의료용품,건강관리용품,40,all,서울,서초구,89.39620511344623
115763,202004,식품,가공식품,40,F,서울,송파구,89.13718315600569
115773,202004,식품,가공식품,40,all,서울,송파구,89.11270486737803
115787,202004,식품,기호식품,40,M,서울,송파구,66.21205553153328
115788,202004,식품,기호식품,40,all,서울,강남구,74.71990467341129
115793,202004,식품,기호식품,40,all,서울,송파구,65.41555753263253
115796,202004,식품,담배,40,F,서울,강동구,156.97340879137917
115802,202004,식품,담배,40,M,서울,송파구,118.71315180555678
115805,202004,식품,담배,40,all,서울,강남구,139.69515056861522
115806,202004,식품,담배,40,all,서울,강동구,152.55219582433406
115815,202004,식품,빙과류,40,F,서울,서초구,90.61086208869604
115819,202004,식품,빙과류,40,M,서울,서초구,83.51302804350324
115822,202004,식품,빙과류,40,all,서울,강남구,86.54941448598616
115831,202004,식품,빵류,40,F,서울,강남구,93.34826124697662
115836,202004,식품,빵류,40,F,서울,송파구,74.6029366239201
115849,202004,식품,빵류,40,all,서울,송파구,73.21734503478457
115853,202004,식품,신선식품,40,F,서울,강남구,96.10134634281302
115854,202004,식품,신선식품,40,F,서울,강동구,96.28166706321855
115860,202004,식품,신선식품,40,M,서울,강동구,103.02484836626884
115863,202004,식품,신선식품,40,M,서울,송파구,80.1657746249635
115871,202004,식품,신선식품,40,all,서울,송파구,81.80722486579366
115880,202004,식품,유제품류,40,M,서울,강남구,101.70645851034321
115890,202004,식품,유제품류,40,all,서울,서초구,95.12979431489308
115891,202004,식품,유제품류,40,all,서울,송파구,90.09166123022742
115900,202004,식품,음료,40,M,서울,강남구,54.08401959362629
115904,202004,식품,음료,40,all,서울,강남구,65.24648111922912
115918,202004,식품,제과류,40,F,서울,송파구,75.01492604071885
115921,202004,식품,제과류,40,M,서울,강남구,103.36139056520271
115937,202004,식품,주류,40,F,서울,강남구,124.28172706889264
115938,202004,식품,주류,40,F,서울,강동구,91.19520155974143
115953,202004,식품,주류,40,M,서울,송파구,93.5529278470826
115966,202004,일용품,생활용품,40,M,서울,강동구,66.89295728049217
115969,202004,일용품,생활용품,40,M,서울,서초구,64.18355746186701
115984,202004,일용품,애완동물용품,40,M,서울,서초구,69.2430089787985
115993,202004,일용품,애완동물용품,40,all,서울,송파구,45.47277059529986
115997,202004,화장품,바디/헤어용품,40,F,서울,강동구,57.92767784020029
116008,202004,화장품,바디/헤어용품,40,M,서울,강남구,44.55848109679965
116012,202004,화장품,바디/헤어용품,40,M,서울,서초구,67.30885230472907
116017,202004,화장품,바디/헤어용품,40,all,서울,강동구,59.47486106408992
116025,202004,화장품,뷰티소품,40,F,서울,강남구,76.72381720194987
116033,202004,화장품,뷰티소품,40,M,서울,강동구,90.68297375292015
116042,202004,화장품,뷰티소품,40,all,서울,송파구,39.79911853906189
116054,202004,화장품,화장품,40,M,서울,강동구,62.3899636873217
116065,202004,화장품,화장품,40,all,서울,송파구,35.53495021596144
116068,202004,건강/의료용품,건강관리용품,40,F,서울,강동구,102.89341377867953
116078,202004,건강/의료용품,건강관리용품,40,M,서울,강동구,55.694494585466565
116083,202004,건강/의료용품,건강관리용품,40,M,서울,서초구,89.68904646061573
116090,202004,식품,가공식품,40,F,서울,서초구,91.68440639322904
116095,202004,식품,가공식품,40,M,서울,송파구,89.044425653475
116096,202004,식품,가공식품,40,all,서울,강동구,80.31341445867912
116121,202004,식품,담배,40,F,서울,서초구,137.1622128608333
116123,202004,식품,담배,40,M,서울,강남구,137.91097297217038
116144,202004,식품,빙과류,40,all,서울,강동구,55.71150996092229
116146,202004,식품,빙과류,40,all,서울,서초구,88.43912601635964
116152,202004,식품,빵류,40,M,서울,강남구,99.03017919846606
116153,202004,식품,빵류,40,M,서울,강동구,122.74563600551123
116155,202004,식품,빵류,40,M,서울,서초구,62.73040794400832
116158,202004,식품,빵류,40,all,서울,강남구,95.0314942683755
116159,202004,식품,빵류,40,all,서울,강동구,117.11696857521238
116165,202004,식품,빵류,40,all,서울,서초구,59.22623569353162
116179,202004,식품,신선식품,40,all,서울,강동구,97.72993557731695
116190,202004,식품,유제품류,40,M,서울,서초구,96.31226043802084
116196,202004,식품,유제품류,40,all,서울,강동구,98.00142050335913
116201,202004,식품,음료,40,F,서울,강남구,72.97120415597509
116207,202004,식품,음료,40,F,서울,서초구,78.3795151571618
116212,202004,식품,음료,40,M,서울,강동구,106.45051689500065
116214,202004,식품,음료,40,M,서울,송파구,74.75679152544589
116236,202004,식품,주류,40,F,서울,서초구,119.20890817252865
116242,202004,식품,주류,40,M,서울,서초구,115.10220259999993
116247,202004,식품,주류,40,all,서울,송파구,95.18355282263832
116250,202004,일용품,생활용품,40,F,서울,강남구,57.50788395409514
116264,202004,일용품,생활용품,40,M,서울,송파구,60.88735330514756
116269,202004,일용품,생활용품,40,all,서울,강남구,58.46300116659808
116275,202004,일용품,생활용품,40,all,서울,서초구,66.11877550338079
116277,202004,일용품,애완동물용품,40,F,서울,강남구,52.038735235689884
116287,202004,일용품,애완동물용품,40,M,서울,강남구,78.64800408007966
116293,202004,일용품,애완동물용품,40,all,서울,강남구,56.06774120778181
116300,202004,화장품,바디/헤어용품,40,M,서울,강동구,62.13110577453797
116314,202004,화장품,뷰티소품,40,F,서울,강동구,56.360197999926726
116317,202004,화장품,뷰티소품,40,F,서울,서초구,48.52261805475196
116327,202004,화장품,뷰티소품,40,M,서울,서초구,63.27798591869035
116329,202004,화장품,뷰티소품,40,all,서울,강남구,79.23657360026274
116334,202004,화장품,화장품,40,F,서울,강남구,64.26939606743957
116343,202004,화장품,화장품,40,M,서울,서초구,5.443096037827573
116348,202004,화장품,화장품,40,all,서울,강동구,76.6396474893319
116355,202004,건강/의료용품,건강관리용품,50,F,서울,강남구,102.33625257519684
116356,202004,건강/의료용품,건강관리용품,50,F,서울,강동구,16.760745994280466
116359,202004,건강/의료용품,건강관리용품,50,F,서울,서초구,55.419594356548274
116361,202004,건강/의료용품,건강관리용품,50,M,서울,강남구,55.061088329159745
116374,202004,건강/의료용품,건강관리용품,50,all,서울,서초구,55.63539741868175
116379,202004,식품,가공식품,50,F,서울,서초구,88.66581836137811
116387,202004,식품,가공식품,50,all,서울,강남구,80.43229969936034
116388,202004,식품,가공식품,50,all,서울,강동구,65.88365504738621
116393,202004,식품,기호식품,50,F,서울,강남구,68.851449330154
116398,202004,식품,기호식품,50,F,서울,송파구,58.693333130126454
116402,202004,식품,기호식품,50,M,서울,강동구,126.1575074621538
116414,202004,식품,담배,50,F,서울,강남구,150.68461647325222
116415,202004,식품,담배,50,F,서울,강동구,192.18654007260542
116429,202004,식품,담배,50,M,서울,송파구,119.56039687851076
116430,202004,식품,담배,50,all,서울,강남구,153.46283388933585
116435,202004,식품,담배,50,all,서울,송파구,115.89158825482279
116444,202004,식품,빙과류,50,M,서울,강남구,73.37822910389599
116449,202004,식품,빙과류,50,all,서울,강남구,80.11651328469688
116456,202004,식품,빵류,50,F,서울,강동구,84.49019317944942
116460,202004,식품,빵류,50,F,서울,송파구,66.77742099554882
116461,202004,식품,빵류,50,M,서울,강동구,89.13572771052677
116465,202004,식품,빵류,50,M,서울,서초구,59.637059647343825
116469,202004,식품,신선식품,50,F,서울,강남구,90.1566354483934
116470,202004,식품,신선식품,50,F,서울,강동구,97.23609166478413
116474,202004,식품,신선식품,50,F,서울,송파구,86.48842547168877
116479,202004,식품,신선식품,50,M,서울,송파구,82.74359541825011
116485,202004,식품,신선식품,50,all,서울,서초구,90.71889449886706
116494,202004,식품,유제품류,50,M,서울,강남구,87.76194115809969
116508,202004,식품,음료,50,F,서울,강남구,68.58963058953073
